Abbey Lane     EH8 8HH
Redbraes Grove     EH7 4LJ
Redbraes Place     EH7 4LH
Redford Avenue     EH13 0BU
Redford Bank     EH13 0AJ
Redford Crescent     EH13 0BR
Redford Drive     EH13 0BE
Redford Gardens     EH13 0AP
Redford Grove     EH13 0AH
Redford Loan     EH13 0AT
Redford Neuk     EH13 0AW
Redford Place     EH13 0AL
Redford Road     EH13 0AA
Redford Terrace     EH13 0BT
Redford Walk     EH13 0AF
Redgauntlet Terrace     EH16 5SD
Redhall Avenue     EH14 2HB
Redhall Bank Road     EH14 2LY
Redhall Crescent     EH14 2HA
Redhall Drive     EH14 2DS
Redhall Gardens     EH14 2DN
Redhall Grove     EH14 2DU
Redhall House Avenue     EH14 1JJ
Redhall House Close     EH14 1JN
Redhall House Drive     EH14 1JE
Redhall Place     EH14 2DL
Redhall Road     EH14 2DH
Redhall View     EH14 2NA
Redheughs Rigg     EH12 9DQ
Regent Place     EH7 5BG
Regent Road     EH7 5BL
Regent Street     EH15 2AX
Regent Street Lane     EH15 2AL
Regent Terrace     EH7 5BN
Regent Terrace Mews     EH7 5BY
Regis Court     EH4 6RG
Reid Terrace     EH3 5JH
Relugas Gardens     EH9 2PU
Relugas Place     EH9 2PY
Relugas Road     EH9 2LZ
Rennie's Isle     EH6 6QA
Restalrig Avenue     EH7 6PJ
Restalrig Circus     EH7 6HJ
Restalrig Crescent     EH7 6EU
Restalrig Drive     EH7 6FY
Restalrig Gardens     EH7 6HS
Restalrig Park, Hawkhill Court     EH7 6UT
Restalrig Park, Nisbet Court     EH7 6UP
Restalrig Road     EH6 7NY
Restalrig Road South     EH7 6DY
Restalrig Square     EH7 6EZ
Restalrig Terrace     EH6 8EA
Richmond Lane     EH8 9HS
Richmond Place     EH8 9SS
Richmond Terrace     EH11 2BY
Riding Park     EH4 6ED
Riego Street     EH3 9BL
Rillbank Crescent     EH9 1LJ
Rillbank Terrace     EH9 1LL
Rintoul Place     EH3 5JF
Riselaw Crescent     EH10 6HJ
Riselaw Place     EH10 6HP
Riselaw Road     EH10 6HR
Riselaw Terrace     EH10 6HW
Ritchie Place     EH11 1DT
Riversdale Crescent     EH12 5QR
Riversdale Grove     EH12 5QS
Riversdale Road     EH12 5QL
Riverside     EH4 6NY
Robb's Loan     EH14 1AB
Robb's Loan Grove     EH14 1SJ
Robert Burns Drive     EH16 6BJ
Robert Stevenson Road     EH9 3FB
Robertson Avenue     EH11 1PS
Robertson Gait     EH11 1GY
Robin Place     EH16 4GU
Rocheid Park     EH4 1RP
Rochester Terrace     EH10 5AA
Roddinglaw Road     EH12 9DB
Rodney Place     EH7 4FR
Rodney Street     EH7 4DX
Romero Place     EH16 5BJ
Rope Walk     EH3 9QU
Rose Park     EH5 3ST
Rose Street     EH2 2NH
Rose Street North Lane     EH2 2NP
Rose Street South Lane     EH2 3JG
Rosebank Cottages     EH3 8DA
Rosebank Gardens     EH5 3QR
Rosebank Grove     EH5 3QN
Rosebank Road     EH5 3QP
Rosebery Crescent     EH12 5JP
Rosebery Crescent Lane     EH12 5JR
Roseburn Avenue     EH12 5PA
Roseburn Cliff     EH12 6AL
Roseburn Crescent     EH12 5NY
Roseburn Drive     EH12 5NR
Roseburn Gardens     EH12 5NJ
Roseburn Maltings     EH12 5LJ
Roseburn Place     EH12 5NL
Roseburn Street     EH12 5NW
Roseburn Terrace     EH12 5NG
Rosefield Avenue     EH15 1AT
Rosefield Avenue Lane     EH15 1AX
Rosefield Place     EH15 1AZ
Rosefield Street     EH15 1AY
Rosemount Buildings     EH3 8DB
Roseneath Place     EH9 1JB
Roseneath Street     EH9 1JH
Roseneath Terrace     EH9 1JN
Rosevale Place     EH6 8AP
Rosevale Terrace     EH6 8AN
Roseville Gardens     EH5 3DF
Ross Gardens     EH9 3BR
Ross Place     EH9 3BT
Ross Road     EH16 5QN
Rossie Place     EH7 5RX
Rosslyn Crescent     EH6 5AT
Rosslyn Terrace     EH6 5AU
Rothesay Mews     EH3 7SG
Rothesay Place     EH3 7SL
Rothesay Terrace     EH3 7RY
Roull Grove     EH12 7JP
Roull Place     EH12 7JT
Roull Road     EH12 7JR
Roxburgh Place     EH8 9SU
Roxburgh Street     EH8 9TA
Roxburghs Court     EH1 1LW
Royal Circus     EH3 6SR
Royal Crescent     EH3 6PZ
Royal Park Place     EH8 8HZ
Royal Park Terrace     EH8 8JA
Royal Terrace     EH7 5AB
Royal Terrace Gardens     EH7 5DX
Royal Terrace Mews     EH7 5BZ
Royston Mains Avenue     EH5 1JW
Royston Mains Close     EH5 1QA
Royston Mains Crescent     EH5 1JR
Royston Mains Gardens     EH5 1NH
Royston Mains Green     EH5 1JP
Royston Mains Place     EH5 1LG
Royston Mains Road     EH5 1JH
Royston Mains Street     EH5 1JY
Royston Terrace     EH3 5QS
Russell Gardens     EH12 5PG
Russell Place     EH5 3EZ
Russell Road     EH11 2DJ
Rutherford Drive     EH16 6AX
Ruthven Place     EH16 5TU
Rutland Court Lane     EH3 8ES
Rutland Place     EH1 2AD
Rutland Square     EH1 2AS
Rutland Street     EH1 2AE
Ryehill Avenue     EH6 8EU
Ryehill Gardens     EH6 8ER
Ryehill Grove     EH6 8ET
Ryehill Place     EH6 8EP
Ryehill Terrace     EH6 8EN
Saddle Tree Loan     EH16 5RQ
Sailmaker Road     EH6 7JR
Salamander Court     EH6 7HY
Salamander Place     EH6 7JB
Salamander Street     EH6 7HR
Salamander Yards     EH6 7HB
Salisbury Mews     EH9 1QL
Salisbury Place     EH9 1SH
Salisbury Road     EH16 5AA
Salmond Place     EH7 5ST
Saltire Square     EH5 1PR
Saltire Street     EH5 1PT
Salvesen Crescent     EH4 5JL
Salvesen Gardens     EH4 5JR
Salvesen Grove     EH4 5JP
Salvesen Terrace     EH4 5JY
Sandford Gardens     EH15 1LP
Sandilands Close     EH16 4HS
Sandpiper Drive     EH6 6QJ
Sandpiper Road     EH6 4TR
Sandport     EH6 6PL
Sandport Place     EH6 6EU
Sandport Street     EH6 6EP
Sandport Way     EH6 6EA
Sandstone Crescent     EH15 3FE
Sauchiebank     EH11 2NN
Saughton Avenue     EH11 2RX
Saughton Crescent     EH12 5SH
Saughton Gardens     EH12 5TE
Saughton Grove     EH12 5SN
Saughton Loan     EH12 5SZ
Saughton Mains Avenue     EH11 3PL
Saughton Mains Bank     EH11 3QY
Saughton Mains Drive     EH11 3PH
Saughton Mains Gardens     EH11 3GU
Saughton Mains Grove     EH11 3PQ
Saughton Mains Loan     EH11 3PP
Saughton Mains Park     EH11 3LZ
Saughton Mains Place     EH11 3PW
Saughton Mains Street     EH11 3HB
Saughton Mains Terrace     EH11 3NL
Saughton Park     EH12 5TB
Saughton Road     EH11 3LT
Saughton Road North     EH12 7DP
Saughtonhall Avenue     EH12 5QZ
Saughtonhall Avenue West     EH12 5TH
Saughtonhall Circus     EH12 5RE
Saughtonhall Crescent     EH12 5RF
Saughtonhall Drive     EH12 5SQ
Saughtonhall Gardens     EH12 5RD
Saughtonhall Grove     EH12 5RQ
Saughtonhall Place     EH12 5RH
Saughtonhall Terrace     EH12 5QW
Saunders Street     EH3 6TQ
Savile Place     EH9 3EB
Savile Terrace     EH9 3AD
Saxe Coburg Place     EH3 5BP
Saxe Coburg Street     EH3 5BN
Saxe Coburg Terrace     EH3 5BU
Scald Law Drive     EH13 0FE
School Brae     EH4 6JN
Sciennes     EH9 1NH
Sciennes Gardens     EH9 1NR
Sciennes Hill Place     EH9 1NP
Sciennes House Place     EH9 1NN
Sciennes Place     EH9 1NG
Sciennes Road     EH9 1LE
Scone Gardens     EH8 7DQ
Scotland Street     EH3 6PP
Scotland Street Lane West     EH3 6PT
Scottish Human Rights Commission, Governor's House, Regent Road     EH1 3DE
Seacot     EH6 7QS
Seafield Avenue     EH6 7QG
Seafield Place     EH6 7QP
Seafield Road     EH6 7LD
Seafield Road East     EH15 1EB
Seafield Street     EH6 7LG
Seafield Way     EH15 1TB
Seaforth Drive     EH4 2BT
Seaforth Terrace     EH4 2BS
Sealcarr Street, Forth Industrial Estate     EH5 1RF
Seaport Street     EH6 6SJ
Seaview Crescent     EH15 2LR
Seaview Terrace     EH15 2HD
Semple Street     EH3 8BL
Seton Place     EH9 2JT
Shandon Crescent     EH11 1QE
Shandon Place     EH11 1QJ
Shandon Road     EH11 1QG
Shandon Street     EH11 1QH
Shandon Terrace     EH11 1QQ
Shandwick Place     EH2 4RG
Shanter Way     EH16 6XG
Shaw's Place     EH7 4PQ
Shaws Square     EH1 3NS
Shaw's Street     EH7 4PH
Shaw's Terrace     EH7 4PJ
Shearie Knowe Gardens     EH13 0FN
Sheriff Bank     EH6 6ER
Sheriff Brae     EH6 6EQ
Sheriff Park     EH6 6DX
Shore     EH6 6QN
Shore Place     EH6 6SW
Shrub Mount     EH15 1TP
Shrub Place Lane     EH7 4PB
Sibbald Walk     EH8 8FT
Sienna Gardens     EH9 1PF
Sighthill Avenue     EH11 4QP
Sighthill Court     EH11 4BW
Sighthill Crescent     EH11 4QB
Sighthill Drive     EH11 4PY
Sighthill Gardens     EH11 4NN
Sighthill Grove     EH11 4QN
Sighthill Loan     EH11 4NP
Sighthill Neuk     EH11 4NZ
Sighthill Park     EH11 4PH
Sighthill Place     EH11 4PF
Sighthill Rise     EH11 4PZ
Sighthill Road     EH11 4NY
Sighthill Street     EH11 4QQ
Sighthill Terrace     EH11 4PE
Sighthill View     EH11 4NU
Silverknowes Avenue     EH4 5HF
Silverknowes Bank     EH4 5PA
Silverknowes Brae     EH4 5NZ
Silverknowes Court     EH4 5LN
Silverknowes Crescent     EH4 5JA
Silverknowes Dell     EH4 5QE
Silverknowes Drive     EH4 5HH
Silverknowes Eastway     EH4 5LY
Silverknowes Gardens     EH4 5NB
Silverknowes Green     EH4 5PJ
Silverknowes Grove     EH4 5LZ
Silverknowes Hill     EH4 5HD
Silverknowes Loan     EH4 5HR
Silverknowes Midway     EH4 5PP
Silverknowes Neuk     EH4 5QA
Silverknowes Parkway     EH4 5LA
Silverknowes Place     EH4 5LP
Silverknowes Road     EH4 5ET
Silverknowes Road East     EH4 5NY
Silverknowes Road South     EH4 5AL
Silverknowes Southway     EH4 5PX
Silverknowes Terrace     EH4 5HJ
Silverknowes View     EH4 5PS
Silvermills     EH3 5BF
Simon Square     EH8 9HP
Simpson Loan     EH3 9BB
Sinclair Close     EH11 1US
Sinclair Gardens     EH11 1UU
Sinclair Place     EH11 1AG
Sir Harry Lauder Road     EH15 1DJ
Slateford Gait     EH11 1GT
Slateford Green     EH14 1NE
Slateford Road     EH11 1NX
Slater's Steps     EH8 8PB
Sleigh Drive     EH7 6EB
Sleigh Gardens     EH7 6EL
Sloan Street     EH6 8PH
Smithfield Street     EH11 2PG
Smith's Place     EH6 8NT
Somerset Place     EH6 8AG
South Barnton Avenue     EH4 6AN
South Beechwood     EH12 5YR
South Bridge     EH1 1HN
South Charlotte Street     EH2 4AN
South Clerk Street     EH8 9JD
South College Street     EH8 9AA
South East Circus Place     EH3 6TJ
South East Lane, Cumberland Street     EH3 6RU
South East Lane, William Street     EH3 7NJ
South Elixa Place     EH8 7PG
South Ettrick Road     EH10 5BQ
South Fort Street     EH6 4DL
South Gayfield Lane     EH1 3NE
South Gillsland Road     EH10 5DE
South Gray Street     EH9 1TB
South Groathill Avenue     EH4 2LL
South Gyle Access     EH12 9FR
South Gyle Broadway     EH12 9ED
South Gyle Crescent     EH12 9EB
South Gyle Crescent Lane     EH12 9EG
South Gyle Gardens     EH12 7RZ
South Gyle Loan     EH12 9EN
South Gyle Mains     EH12 9EP
South Gyle Park     EH12 9EL
South Gyle Road     EH12 7RH
South Gyle Wynd     EH12 9EU
South Lane, Jamaica Street     EH3 6HG
South Lauder Road     EH9 2LJ
South Laverockbank Avenue     EH5 3DN
South Learmonth Avenue     EH4 1PE
South Learmonth Gardens     EH4 1EY
South Lorne Place     EH6 8DW
South Maybury     EH12 8NE
South Mellis Park     EH8 7TP
South Morton Street     EH15 2NB
South Oswald Road     EH9 2HG
South Oxford Street     EH8 9QF
South Park     EH6 4SN
South Parrotshot     EH15 3RN
South Sloan Street     EH6 8SS
South St. Andrew Street     EH2 2AU
South Steil     EH10 5XF
South Trinity Road     EH5 3NR
South West Lane, Cumberland Street     EH3 6RB
South West Lane, William Street     EH3 7LL
Southfield Bank     EH15 1QT
Southfield Farm Grove     EH15 1SR
Southfield Gardens East     EH15 1QN
Southfield Gardens West     EH15 1RL
Southfield Loan     EH15 1QR
Southfield Place     EH15 1JH
Southfield Road East     EH15 1QP
Southfield Road West     EH15 1RH
Southfield Square     EH15 1QS
Southfield Terrace     EH15 1RE
Southfield Villas     EH15 1JL
Southhouse Avenue     EH17 8BS
Southhouse Brae     EH17 8DF
Southhouse Broadway     EH17 8AL
Southhouse Close     EH17 8FB
Southhouse Crescent     EH17 8BT
Southhouse Crossway     EH17 8FF
Southhouse Drive     EH17 8BY
Southhouse Gardens     EH17 8ET
Southhouse Grove     EH17 8EH
Southhouse Loan     EH17 8HH
Southhouse Place     EH17 8FD
Southhouse Road     EH17 8DZ
Southhouse Square     EH17 8DN
Southhouse Terrace     EH17 8BR
Southhouse Walk     EH17 8FE
Soutra Road     EH16 6FH
Spa Place     EH15 1TR
Spence Street     EH16 5AG
Spencer Place     EH5 3HF
Spey Street     EH7 4PY
Spey Street Lane     EH7 4PZ
Spey Terrace     EH7 4PL
Spey Terrace, Inchkeith Court     EH7 4PG
Spiers Place     EH6 6DB
Spinner Lane     EH16 6GX
Spittal Street     EH3 9DT
Spittalfield Crescent     EH8 9QZ
Spottiswoode Road     EH9 1BH
Spottiswoode Street     EH9 1BY
Spring Gardens     EH8 8EY
Springfield     EH6 5SD
Springfield Buildings     EH6 5EG
Springfield Lane     EH6 5EE
Springfield Street     EH6 5DE
Springvalley Gardens     EH10 4QE
Springvalley Terrace     EH10 4PY
Springwell Place     EH11 2HX
Springwood Park     EH16 6JL
Spruce Way     EH13 9FB
Spylaw Avenue     EH13 0LR
Spylaw Bank Road     EH13 0JB
Spylaw Park     EH13 0LP
Spylaw Road     EH10 5BH
Spylaw Street     EH13 0JS
St. Albans Road     EH9 2LS
St. Andrew Place     EH6 7EG
St. Andrew Square     EH2 1AF
St. Anthony Place     EH6 6BQ
St. Bernards Crescent     EH4 1NP
St. Bernards Row     EH4 1HW
St. Catherines Gardens     EH12 7AZ
St. Catherines Place     EH9 1NU
St. Clair Avenue     EH6 8JS
St. Clair Place     EH6 8JZ
St. Clair Road     EH6 8JJ
St. Clair Street     EH6 8JX
St. Clair Terrace     EH10 5NW
St. Colme Street     EH3 6AA
St. Cuthberts Court     EH13 0LG
St. Davids Place     EH3 8AQ
St. Fillans Terrace     EH10 5NH
St. Giles Street     EH1 1PT
St. James Centre     EH1 3SJ
St. James Place     EH1 3JP
St. James Square     EH1 3AY
St. John Street     EH8 8DG
St. Johns Avenue     EH12 6NR
St. Johns Crescent     EH12 6NX
St. Johns Gardens     EH12 6NT
St. John's Hill     EH8 9TS
St. Johns Road     EH12 6NN
St. Johns Terrace     EH12 6NW
St. Katharine's Brae     EH16 6PY
St. Katharine's Crescent     EH16 6PU
St. Katharine's Loan     EH16 6QH
St. Leonards Bank     EH8 9SQ
St. Leonards Crag     EH8 9SP
St. Leonards Hill     EH8 9RZ
St. Leonards Lane     EH8 9SD
St. Leonards Street     EH8 9QN
St. Margarets Place     EH9 1AY
St. Margarets Road     EH9 1AZ
St. Marks Lane     EH15 2PX
St. Marks Place     EH15 2PY
St. Martins Glebe     EH15 3FA
St. Marys Place     EH15 2QF
St. Marys Street     EH1 1SU
St. Nicholas Place     EH11 2SQ
St. Ninians Drive     EH12 8AJ
St. Ninians Road     EH12 8AL
St. Ninians Terrace     EH10 5NL
St. Patrick Square     EH8 9ET
St. Patrick Street     EH8 9ES
St. Peters Buildings     EH3 9PG
St. Peters Place     EH3 9PH
St. Ronans Terrace     EH10 5NG
St. Stephen Place     EH3 5AJ
St. Stephen Street     EH3 5AA
St. Teresa Place     EH10 5UB
St. Thomas Road     EH9 2LG
St. Triduanas Rest     EH7 6LN
St. Vincent Place     EH3 5BQ
St. Vincent Street     EH3 6SH
Stable Lane     EH10 5HR
Stafford Street     EH3 7AU
Stair Park     EH12 6HL
Standard Life Assurance Co, Glenogle Road     EH3 5HN
Stanedykehead     EH16 6TN
Stanhope Place     EH12 5HH
Stanhope Street     EH12 5JB
Stanley Place     EH7 5TB
Stanley Road     EH6 4SD
Stanley Road, West Cherrybank     EH6 4SW
Stanley Street     EH15 1JJ
Stanwell Street     EH6 5NG
Stapeley Avenue     EH7 6QP
Starbank Road     EH5 3BN
Station Brae     EH15 1LQ
Station Road     EH12 7AA
Stead's Place     EH6 5AD
Steedman Row     EH16 4FQ
Steel's Place     EH10 4QR
Stenhouse Avenue     EH11 3DA
Stenhouse Avenue West     EH11 3ER
Stenhouse Cottages     EH11 3JQ
Stenhouse Crescent     EH11 3HU
Stenhouse Cross     EH11 3JU
Stenhouse Drive     EH11 3EA
Stenhouse Gardens     EH11 3EH
Stenhouse Gardens North     EH11 3EJ
Stenhouse Grove     EH11 3ED
Stenhouse Mill Crescent     EH11 3LP
Stenhouse Mill Lane     EH11 3LR
Stenhouse Mill Wynd     EH11 3XX
Stenhouse Place East     EH11 3DL
Stenhouse Place West     EH11 3JW
Stenhouse Road     EH11 3LH
Stenhouse Street East     EH11 3DD
Stenhouse Street West     EH11 3DX
Stenhouse Terrace     EH11 3JA
Stennis Gardens     EH17 7QW
Stevedore Place     EH6 7BF
Stevenson Avenue     EH11 2SN
Stevenson Drive     EH11 3AX
Stevenson Grove     EH11 2SE
Stevenson Road     EH11 2SA
Stevenson Terrace     EH11 2SB
Stewart Terrace     EH11 1UJ
Stewartfield     EH6 5RQ
Stirling Road     EH5 3HY
Stoddart Way     EH7 4FD
Strachan Gardens     EH4 3RY
Strachan Road     EH4 3RD
Straiton Place     EH15 2AZ
Strathalmond Court     EH4 8AE
Strathalmond Green     EH4 8AG
Strathalmond Park     EH4 8AH
Strathalmond Road     EH4 8AB
Strathearn Place     EH9 2AJ
Strathearn Road     EH9 1BB
Strathfillan Road     EH9 2AG
Stuart Crescent     EH12 8XR
Stuart Green     EH12 8YF
Stuart Park     EH12 8YD
Stuart Wynd     EH12 8XU
Succoth Avenue     EH12 6BE
Succoth Court     EH12 6BY
Succoth Gardens     EH12 6BR
Succoth Park     EH12 6BX
Succoth Place     EH12 6BJ
Suffolk Road     EH16 5NJ
Suffolk Road Lane     EH16 5NZ
Sugarhouse Close     EH8 8FA
Summer Place     EH3 5NR
Summerbank     EH3 6NQ
Summerfield Gardens     EH6 7LZ
Summerfield Place     EH6 8AZ
Summerhall     EH9 1PL
Summerhall Place     EH9 1QE
Summerhall Square     EH9 1QD
Summerside Place     EH6 4NY
Summerside Street     EH6 4NT
Summertrees Court     EH16 5TP
Sunbury Mews     EH4 3BX
Sunbury Place     EH4 3BY
Sunbury Street     EH4 3BU
Sunnybank Place     EH7 5TJ
Sunnybank Terrace     EH7 5TW
Sunnyside     EH7 5RA
Sutherland Street     EH12 5HP
Swan Spring Avenue     EH10 6NA
Swanfield     EH6 5RX
Swanston Avenue     EH10 7BT
Swanston Crescent     EH10 7BS
Swanston Drive     EH10 7BL
Swanston Gardens     EH10 7DE
Swanston Green     EH10 7EW
Swanston Grove     EH10 7BN
Swanston Loan     EH10 7EH
Swanston Muir     EH10 7HS
Swanston Park     EH10 7BR
Swanston Place     EH10 7DD
Swanston Road     EH10 7BB
Swanston Row     EH10 7EJ
Swanston Terrace     EH10 7DN
Swanston View     EH10 7DG
Swanston Village     EH10 7DT
Swanston Way     EH10 7EN
Sycamore Gardens     EH12 7JJ
Sycamore Terrace     EH12 7HL
Sydney Park     EH7 6SN
Sydney Place     EH7 6SY
Sydney Terrace     EH7 6SL
Sylvan Place     EH9 1LH
Syme Crescent     EH10 5GD
Syme Place     EH10 5GA
Syme Rigg     EH10 5GE
Tait Wynd     EH15 2RH
Talisman Place     EH16 6BQ
Talla Street     EH16 6FL
Tanfield     EH3 5DA
Tantallon Place     EH9 1NY
Tarvit Street     EH3 9JY
Tay Street     EH11 1DZ
Taylor Gardens     EH6 6TG
Taylor Place     EH7 5TQ
Telferton     EH7 6XG
Telford Drive     EH4 2NH
Telford Gardens     EH4 2PU
Telford Grove     EH4 2UL
Telford March     EH4 2LQ
Telford Place     EH4 2PS
Telford Road     EH4 2AQ
Templar's Cramond     EH4 6BY
Temple Park Crescent     EH11 1HT
Templeland Grove     EH12 8RR
Templeland Road     EH12 8RP
Tennant Street     EH6 5NA
Terrars Croft     EH8 9RE
Teviot Place     EH1 2QZ
Teviotdale Place     EH3 5HY
The Bowling Green     EH6 5RN
The Causeway     EH15 3PZ
The Cedars     EH13 0PL
The City of Edinburgh Council, Edinburgh Eastern, Waverley Court, East Market Street     EH7 9TG
The City of Edinburgh Council, Edinburgh Northern & Leith, Waverley Court, East Market Street     EH7 9TH
The City of Edinburgh Council, Edinburgh Southern, Waverley Court, East Market Street     EH7 9TJ
The City of Edinburgh Council, Edinburgh Western, Waverley Court, East Market Street     EH7 9TL
The City of Edinburgh Council, Overseas Votes, East Market Street     EH7 9ZZ
The Gallolee     EH13 9QJ
The Glebe     EH4 6NW
The Green     EH4 5AE
The Jewel     EH15 3SA
The Mound     EH2 2EL
The Murrays     EH17 8UD
The Murrays Brae     EH17 8UF
The Paddockholm     EH12 7XP
The Pottery     EH15 1TH
The Quilts     EH6 5RL
The Spinney     EH17 7LD
The Steils     EH10 5XD
The Wisp     EH16 4SG
Thirlestane Lane     EH9 1AJ
Thirlestane Road     EH9 1AL
Thistle Court     EH2 1DD
Thistle Place     EH11 1JH
Thistle Street     EH2 1DF
Thistle Street Lane North East     EH2 1DA
Thistle Street Lane North West     EH2 1EA
Thistle Street Lane South West     EH2 1EW
Thomas Bayes Road     EH9 3FG
Thorburn Grove     EH13 0BP
Thorburn Road     EH13 0BH
Thorntree Street     EH6 8PU
Thorntreeside     EH6 8FA
Thornville Terrace     EH6 8DB
Thornybauk     EH3 9PX
Thorters Place     EH16 6FQ
Timber Bush     EH6 6QH
Tinto Place     EH6 5BG
Tipperlinn Road     EH10 5ET
Tobias Street     EH16 4WG
Tolbooth Wynd     EH6 6DN
Tolbooth Wynd, Links View House     EH6 6DP
Torduff Road     EH13 0PA
Torphichen Place     EH3 8DU
Torphichen Street     EH3 8HX
Torphin Bank     EH13 0PH
Torphin Road     EH13 0HN
Torrance Park     EH4 7LF
Torwood Crescent     EH12 9GJ
Tower Place     EH6 7BZ
Tower Street     EH6 7BN
Tower Wynd     EH6 7BA
Trafalgar Lane     EH6 4DJ
Trafalgar Street     EH6 4DF
Traquair Park East     EH12 7AP
Traquair Park West     EH12 7AL
Trench Knowe     EH10 7HL
Tressilian Gardens     EH16 6YS
Trinity Court     EH5 3LE
Trinity Crescent     EH5 3ED
Trinity Grove     EH5 3HB
Trinity Mains     EH5 3SU
Trinity Road     EH5 3HS
Trinity Way     EH5 3PY
Tron Square     EH1 1RR
Trotter Haugh     EH9 2GZ
Tryst Park     EH10 7HA
Tudsbery Avenue     EH16 4GX
Turnhouse Farm Road     EH12 0AT
Turnhouse Road     EH12 0AD
Turnhouse Road, West Craigs Industrial Estate     EH12 0BD
Tylers Acre Avenue     EH12 7JD
Tylers Acre Gardens     EH12 7JH
Tylers Acre Road     EH12 7HY
Tytler Court     EH8 8HJ
Tytler Gardens     EH8 8HQ
Ulster Crescent     EH8 7JJ
Ulster Drive     EH8 7JE
Ulster Gardens     EH8 7JZ
Ulster Grove     EH8 7LJ
Ulster Terrace     EH8 7LH
Union Path     EH3 9QD
Union Place     EH1 3NQ
Union Street     EH1 3LR
Upper Bow     EH1 2JN
Upper Coltbridge Terrace     EH12 6AD
Upper Craigour     EH17 7SE
Upper Craigour Way     EH17 7SG
Upper Cramond Court     EH4 6RQ
Upper Damside     EH4 3UG
Upper Dean Terrace     EH4 1NU
Upper Gilmore Place     EH3 9NJ
Upper Gilmore Terrace     EH3 9NN
Upper Gray Street     EH9 1SN
Upper Grove Place     EH3 8AU
Upper Hermitage     EH6 8DP
Valleyfield Street     EH3 9LP
Vanburgh Place     EH6 8AE
Vandeleur Avenue     EH7 6UD
Vandeleur Grove     EH7 6UE
Vandeleur Place     EH7 6UF
Veitch's Square     EH4 1HS
Vennel     EH1 2HU
Ventnor Place     EH9 2BP
Ventnor Terrace     EH9 2BL
Vernon Cottages     EH15 2BT
Vexhim Park     EH15 3SB
Victor Park Terrace     EH12 8BA
Victoria Park Neuk     EH6 4NG
Victoria Street     EH1 2HE
Victoria Street, India Buildings     EH1 2EX
Victoria Terrace     EH1 2JL
Viewcraig Gardens     EH8 9UL
Viewcraig Street     EH8 9UB
Viewforth     EH10 4JD
Viewforth Gardens     EH10 4ET
Viewforth Square     EH10 4LP
Viewforth Terrace     EH10 4LH
Violet Terrace     EH11 1NZ
Vivian Terrace     EH4 5AN
Wakefield Avenue     EH7 6TL
Walker Street     EH3 7HR
Walker Terrace     EH11 2BH
Walkers Court     EH14 2TA
Walkers Rigg     EH14 2TE
Walkers Wynd     EH14 2TD
Wallace Gardens     EH12 6HT
Walter Scott Avenue     EH16 5RH
Wardie Avenue     EH5 2AB
Wardie Crescent     EH5 1AF
Wardie Dell     EH5 1AE
Wardie Grove     EH5 1AQ
Wardie House Lane     EH5 3RL
Wardie Park     EH5 2DR
Wardie Road     EH5 3LG
Wardie Square     EH5 1EU
Wardie Steps     EH5 1ES
Wardieburn Drive     EH5 1BU
Wardieburn Place East     EH5 1DH
Wardieburn Place North     EH5 1DR
Wardieburn Place South     EH5 1DX
Wardieburn Place West     EH5 1DT
Wardieburn Road     EH5 1LX
Wardieburn Street East     EH5 1DG
Wardieburn Street West     EH5 1EB
Wardieburn Terrace     EH5 1DD
Wardiefield     EH5 1RX
Wardlaw Place     EH11 1UA
Wardlaw Street     EH11 1TL
Wardlaw Terrace     EH11 1TW
Warrender Park Crescent     EH9 1DX
Warrender Park Road     EH9 1DN
Warrender Park Terrace     EH9 1EB
Warriston Avenue     EH3 5NB
Warriston Crescent     EH3 5LA
Warriston Drive     EH3 5LY
Warriston Gardens     EH3 5NE
Warriston Grove     EH3 5NH
Warriston Place     EH3 5LE
Warriston Road     EH3 5LG
Warriston Terrace     EH3 5LZ
Washington Lane     EH11 2HA
Water Street     EH6 6SU
Waterfield Road     EH10 6TG
Waterfront Avenue     EH5 1JD
Waterfront Broadway     EH5 1SA
Waterfront Gait     EH5 1AD
Waterfront Park     EH5 1BA
Waterloo Place     EH1 3BG
Waters Close     EH6 6RB
Watertoun Road     EH9 3HZ
Watson Crescent     EH11 1EP
Watson Crescent Lane     EH11 1FB
Wauchope Terrace     EH16 4GL
Waverley Bridge, Princes Mall     EH1 1BQ
Waverley Park     EH8 8ER
Waverley Park Terrace     EH8 8EP
Waverley Place     EH7 5RZ
Waverley Railway Station     EH1 1BB
Waverley Steps     EH2 2EH
Websters Land     EH1 2RU
Wellington Place     EH6 7EQ
Wellington Street     EH7 5ED
Wemyss Place     EH3 6DH
Wemyss Place Mews     EH3 6DN
Werberside Mews     EH4 1SW
West Adam Street     EH8 9SX
West Annandale Street     EH7 4JS
West Bow     EH1 2HH
West Bowling Green Street     EH6 5NX
West Bryson Road     EH11 1BA
West Caiystane Road     EH10 6RS
West Camus Road     EH10 6RB
West Carnethy Avenue     EH13 0ED
West Castle Road     EH10 5AT
West Catherine Place     EH12 5HZ
West Coates     EH12 5JG
West Court     EH16 4EB
West Craigs Avenue     EH12 8LZ
West Craigs Crescent     EH12 8LY
West Cromwell Street     EH6 6JW
West Crosscauseway     EH8 9JP
West End Place     EH11 2ED
West Fairbrae Crescent     EH11 3SX
West Fairbrae Drive     EH11 3SY
